article,chemical,count,dbName,dbId
PMC4327928,"aldehydes",2,,17478
PMC4327928,"p-hydroxybenzaldehyde",2,,17597
PMC4327928,"phenyl",2,,30396
PMC4327928,"alkenes",1,,32878
PMC4327928,"ketones",1,,17087
PMC4327928,"carboxylic acids",1,,33575
PMC4327928,"nitriles",1,,18379
PMC4327928,"nitroalkenes",1,,50376
PMC4327928,"nitrate esters",1,,51080
PMC4327928,"triazines",1,,38102
PMC4327928,"hydride",1,,29239
PMC4327928,"reduced flavin",1,,62787
PMC4327928,"mononucleotide",1,,29075
PMC4327928,"carbon",1,,33415
PMC4327928,"polypeptide",1,,15841
PMC4327928,"dihydrocarvone",1,,23733
PMC4327928,"aldehyde group",1,,42485
PMC4327928,"hydroxyl",1,,43176
PMC4327928,"atoms",1,,33250
PMC4327928,"phenol",1,,15882
PMC4327928,"amino",1,,46882
PMC4327928,"carboxy",1,,46883
PMC4327928,"Nucleotides",1,,36976
PMC4327928,"indol",1,,16881
PMC4327928,"carbonyl group",1,,23019
PMC4339706,"pinene",12,,17187
PMC4339706,"caryophyllene",8,,10357
PMC4339706,"thujone",8,,9577
PMC4339706,"1,8-cineole",8,,27961
PMC4339706,"camphor",7,,36773
PMC4339706,"camphene",6,,3830
PMC4339706,"glucan",6,,37163
PMC4339706,"piperitone",5,,48933
PMC4339706,"proteins",5,,16541
PMC4339706,"polystyrene",4,,53276
PMC4339706,"monoterpene",4,,35187
PMC4339706,"hydrocarbons",4,,24632
PMC4339706,"sucrose",3,,17992
PMC4339706,"water",3,,15377
PMC4339706,"hydroxyapatite",3,,52254
PMC4339706,"sesquiterpene",3,,35189
PMC4339706,"glucose",2,,42758
PMC4339706,"nitrogen",2,,25555
PMC4339706,"organic acid",2,,64709
PMC4339706,"acetate",2,,47622
PMC4339706,"Carveol",2,,23046
PMC4339706,"Farnesol",2,,42680
PMC4339706,"polysaccharide",1,,18154
PMC4339706,"sodium fluoride",1,,28741
PMC4339706,"phenol red",1,,31991
PMC4339706,"potassium phosphate",1,,63036
PMC4339706,"sec",1,,32746
PMC4339706,"bacitracin",1,,28669
PMC4339706,"glutaraldehyde",1,,64276
PMC4339706,"ethanol",1,,44730
PMC4339706,"fused silica",1,,46729
PMC4339706,"helium",1,,33681
PMC4339706,"alkane",1,,18310
PMC4339706,"Tricyclene",1,,64266
PMC4339706,"Thujene",1,,50030
PMC4339706,"Sabinene",1,,50027
PMC4339706,"Myrcene",1,,17221
PMC4339706,"Limonene",1,,15384
PMC4339706,"p-Cymene",1,,28768
PMC4339706,"Terpinolene",1,,9457
PMC4339706,"Linalool",1,,17580
PMC4339706,"Sabinene hydrate",1,,16377
PMC4339706,"Bornyl acetate",1,,3151
PMC4339706,"Terpinen-4-ol",1,,78884
PMC4339706,"Myrtenal",1,,25458
PMC4339706,"Umbellulone",1,,9860
PMC4339706,"Pinocarveol",1,,26137
PMC4339706,"dien",1,,30629
PMC4339706,"Terpineol",1,,26876
PMC4339706,"Borneol",1,,28093
PMC4339706,"Carvone",1,,38265
PMC4339706,"Myrtenol",1,,25460
PMC4339706,"Geraniol",1,,17447
PMC4339706,"Geranyl acetone",1,,67206
PMC4339706,"Copaene",1,,10221
PMC4339706,"Farnesene",1,,39237
PMC4339706,"Selinene",1,,49272
PMC4339706,"Zingiberene",1,,10115
PMC4339706,"ar-Curcumene",1,,62757
PMC4339706,"Nerolidol",1,,7524
PMC4339706,"Butyl",1,,41264
PMC4339706,"benzene",1,,16716
PMC4339706,"Pentyl",1,,25902
PMC4339706,"furan",1,,35559
PMC4339706,"6-Methyl-5-hepten-2-one",1,,16310
PMC4339706,"1-Octen-3-ol",1,,39932
PMC4339706,"cyclohexene",1,,36404
PMC4339706,"carbaldehyde",1,,42485
PMC4339706,"Methyl salicylate",1,,31832
PMC4339706,"Eugenol",1,,4917
PMC4339706,"Thymol",1,,27607
PMC4339706,"Carvacrol",1,,3440
PMC4339706,"Decanoic acid",1,,30813
PMC4344607,"sesquiterpene",36,,35189
PMC4344607,"terpenes",19,,35186
PMC4344607,"triterpene",17,,35191
PMC4344607,"terpenoids",16,,26873
PMC4344607,"mevalonate",13,,25350
PMC4344607,"monoterpene",12,,35187
PMC4344607,"diterpene",11,,35190
PMC4344607,"linalool",9,,17580
PMC4344607,"acetyl",8,,46887
PMC4344607,"nerolidol",8,,7524
PMC4344607,"Blast",6,,81783
PMC4344607,"isoprenoid",6,,24913
PMC4344607,"acetoacetyl",6,,48051
PMC4344607,"squalene",6,,15440
PMC4344607,"germacrene",6,,36743
PMC4344607,"hydroxy",5,,43176
PMC4344607,"isopiperitenone",5,,6041
PMC4344607,"gibberellin 20",5,,27742
PMC4344607,"gibberellins",5,,28833
PMC4344607,"ferrocyanide",5,,5032
PMC4344607,"triterpenoid",4,,36615
PMC4344607,"bisabolene",4,,49237
PMC4344607,"humulene",4,,5768
PMC4344607,"cadinene",4,,22976
PMC4344607,"Sesquiterpenoid",4,,26658
PMC4344607,"sodium salt",4,,26714
PMC4344607,"zerumbone",3,,63892
PMC4344607,"carvone",3,,38265
PMC4344607,"(+)-pulegone",3,,35596
PMC4344607,"menthone",3,,36503
PMC4344607,"lupeol",3,,6570
PMC4344607,"amyrin",3,,10352
PMC4344607,"caespitol",3,,80937
PMC4344607,"acetate",3,,47622
PMC4344607,"sodium cacodylate",3,,62956
PMC4344607,"proteins",2,,16541
PMC4344607,"mevalonic acid",2,,25351
PMC4344607,"Secologanin",2,,18002
PMC4344607,"indole alkaloids",2,,38958
PMC4344607,"Capsidiol",2,,28283
PMC4344607,"prostaglandin",2,,26333
PMC4344607,"sterols",2,,15889
PMC4344607,"chlorophylls",2,,28966
PMC4344607,"plastoquinone",2,,17757
PMC4344607,"dimethylallyl pyrophosphate",2,,57623
PMC4344607,"isopentenyl pyrophosphate",2,,16584
PMC4344607,"diterpenoids",2,,23849
PMC4344607,"potassium ferricyanide",2,,30060
PMC4344607,"carbon",1,,33415
PMC4344607,"artemisinin",1,,223316
PMC4344607,"organic compounds",1,,50860
PMC4344607,"Nucleotides",1,,36976
PMC4344607,"squalene-2,3-epoxide",1,,78662
PMC4344607,"hopan-22-ol",1,,36484
PMC4344607,"alpha-bisabolene",1,,49240
PMC4344607,"germacra-1(10),4,11(13)-trien-12-oate",1,,61301
PMC4344607,"Aristolochene",1,,43445
PMC4344607,"Pentalenene",1,,17251
PMC4344607,"gibberellin 44",1,,28211
PMC4344607,"2beta-hydroxygibberellin 1",1,,28861
PMC4344607,"carotenes",1,,23042
PMC4344607,"phylloquinone",1,,18067
PMC4344607,"ubiquinone",1,,46245
PMC4344607,"monoterpenoids",1,,25409
PMC4344607,"carotenoids",1,,23044
PMC4344607,"hydride",1,,29239
PMC4344607,"methyl",1,,32875
PMC4344607,"jasmonic acid",1,,18292
PMC4344607,"methyl jasmonate",1,,15929
PMC4344607,"(+)-trans-carveol",1,,15388
PMC4344607,"indole group",1,,51609
PMC4344607,"alkaloids",1,,22315
PMC4344607,"indoles",1,,35581
PMC4344607,"bromonium",1,,50316
PMC4344607,"eudesmane",1,,36522
PMC4344607,"humulane",1,,36523
PMC4344607,"abietic acid",1,,28987
PMC4344607,"ampicillin",1,,28971
PMC4344607,"streptomycin",1,,58007
PMC4344607,"gentamicin",1,,17833
PMC4344607,"germanium",1,,30441
PMC4344607,"photons",1,,30212
PMC4344607,"nitrogen",1,,25555
PMC4344607,"water",1,,15377
PMC4344607,"formaldehyde",1,,42485
PMC4344607,"glutaraldehyde",1,,64276
PMC4344607,"potassium ferrocyanide",1,,30059
PMC4344607,"osmium",1,,49789
PMC4344607,"acetone",1,,15347
PMC4344607,"copper",1,,30052
PMC4344607,"citrate",1,,50744
PMC4346696,"proteins",7,,16541
PMC4346696,"carvacrol",5,,3440
PMC4346696,"lipids",4,,18059
PMC4346696,"nicarbazin",4,,81725
PMC4346696,"monensin",3,,27617
PMC4346696,"salinomycin",3,,80025
PMC4346696,"chemical compounds",2,,37577
PMC4346696,"oxygen",2,,25805
PMC4346696,"linolenic acid",2,,27432
PMC4346696,"thymol",2,,27607
PMC4346696,"cinnamaldehyde",2,,16731
PMC4346696,"mannan",2,,28808
PMC4346696,"oligosaccharides",2,,50699
PMC4346696,"Propyl",2,,26308
PMC4346696,"sodium hypochlorite",1,,32146
PMC4346696,"potassium dichromate",1,,53444
PMC4346696,"sulfuric acid",1,,26836
PMC4346696,"quinone",1,,36141
PMC4346696,"amprolium",1,,85265
PMC4346696,"thiamine",1,,33283
PMC4346696,"Quinolone",1,,23765
PMC4346696,"cation",1,,36916
PMC4346696,"sodium",1,,29101
PMC4346696,"sulfonamide",1,,35358
PMC4346696,"docosahexaenoic acid",1,,36005
PMC4346696,"eicosapentaenoic acid",1,,36006
PMC4346696,"n-3 fatty acids",1,,25681
PMC4346696,"Curcumin",1,,3962
PMC4346696,"Artemisinin",1,,223316
PMC4346696,"carvone",1,,38265
PMC4346696,"isopulegol",1,,70479
PMC4346696,"eugenol",1,,4917
PMC4346696,"ether",1,,35702
PMC4346696,"acetone",1,,15347
PMC4346696,"Arabinoxylans",1,,28427
PMC4346696,"glucans",1,,37163
PMC4346696,"citric acid",1,,30769
PMC4346696,"salt",1,,26710
PMC4346696,"ethanol",1,,44730
PMC4346696,"coumestans",1,,72578
PMC4346696,"Tannic acid",1,,75211
PMC4346696,"tannins",1,,26848
PMC4346696,"inulin",1,,15443
PMC4346696,"beta glucans",1,,28793
PMC4346696,"Sulphur dioxide",1,,18422
PMC4346696,"diatomite",1,,82661
PMC4353025,"hydroxyl group",34,,43176
PMC4353025,"Ouabagenin",21,,71016
PMC4353025,"a ketone",16,,17087
PMC4353025,"butenolide",14,,50523
PMC4353025,"ouabain",13,,472805
PMC4353025,"olefin",9,,33641
PMC4353025,"enone",8,,51689
PMC4353025,"cortisone acetate",7,,3897
PMC4353025,"carbons",7,,33415
PMC4353025,"estrone",7,,17263
PMC4353025,"iodide",7,,16382
PMC4353025,"radical",6,,26519
PMC4353025,"hydrazone",6,,38532
PMC4353025,"boronic acid",6,,38267
PMC4353025,"glucocorticoids",6,,24261
PMC4353025,"a steroid",5,,35341
PMC4353025,"dioxane",5,,46923
PMC4353025,"Corticosteroid",4,,50858
PMC4353025,"acetate",4,,47622
PMC4353025,"palladium",4,,33363
PMC4353025,"cardiac glycosides",3,,83970
PMC4353025,"cardenolides",3,,74634
PMC4353025,"bufadienolides",3,,83967
PMC4353025,"glycoside",3,,24400
PMC4353025,"hypoiodite",3,,29232
PMC4353025,"propionate",3,,17272
PMC4353025,"sodium",2,,29101
PMC4353025,"lactone",2,,25000
PMC4353025,"cardenolide",2,,71620
PMC4353025,"iron",2,,18248
PMC4353025,"porphyrin",2,,8337
PMC4353025,"methyl group",2,,32875
PMC4353025,"adrenosterone",2,,2495
PMC4353025,"ethylene glycol",2,,30742
PMC4353025,"hemiketal",2,,59772
PMC4353025,"triol",2,,27136
PMC4353025,"vinyl iodide",2,,51315
PMC4353025,"furan",2,,35559
PMC4353025,"ether",2,,35702
PMC4353025,"enoates",2,,51702
PMC4353025,"hydrocortisone",2,,17650
PMC4353025,"diol",2,,8387
PMC4353025,"calcium",1,,29320
PMC4353025,"tertiary alcohol",1,,26878
PMC4353025,"lactone ring",1,,52938
PMC4353025,"butyrolactone",1,,42639
PMC4353025,"2-pyrone",1,,37965
PMC4353025,"strophanthidin",1,,38178
PMC4353025,"digitoxigenin",1,,42219
PMC4353025,"bufalin",1,,517248
PMC4353025,"carvone",1,,38265
PMC4353025,"metalloporphyrin",1,,25216
PMC4353025,"cumyl hydroperoxide",1,,78673
PMC4353025,"cobalt",1,,27638
PMC4353025,"o-quinone",1,,25622
PMC4353025,"carbon atoms",1,,27594
PMC4353025,"ketals",1,,59777
PMC4353025,"cyclopentane",1,,23492
PMC4353025,"iodine",1,,24859
PMC4353025,"epoxides",1,,32955
PMC4353025,"naphthalene",1,,16482
PMC4353025,"ethyl acetate",1,,27750
PMC4353025,"aluminum",1,,49470
PMC4353025,"water",1,,15377
PMC4353025,"acetone",1,,15347
PMC4353025,"boronate ester",1,,50979
PMC4353025,"hydrogen",1,,49637
PMC4353025,"alkenes",1,,32878
PMC4353025,"oxalate",1,,30623
PMC4353025,"toluene",1,,17578
PMC4353025,"platinum",1,,49836
PMC4353025,"anion",1,,22563
PMC4353025,"norbornene",1,,52286
PMC4353025,"pyridine",1,,16227
PMC4353025,"diazo",1,,30105
PMC4353025,"fluoride",1,,29228
PMC4353025,"mineralocorticoid",1,,25354
PMC4353025,"benzene",1,,16716
PMC4353025,"clobetasol",1,,205919
PMC4353025,"chloroketone",1,,51840
PMC4353025,"ester",1,,35701
PMC4353025,"methylene",1,,50728
PMC4353025,"chlorine atom",1,,23116
PMC4353025,"fluorine",1,,30236
PMC4355985,"menthone",57,,36503
PMC4355985,"isomenthone",49,,36493
PMC4355985,"isopropyl",24,,30353
PMC4355985,"hydroxyl group",12,,43176
PMC4355985,"(-)-menthol",10,,15409
PMC4355985,"(-)-isomenthone",9,,36496
PMC4355985,"cyclohexane ring",9,,52847
PMC4355985,"cyclohexane",6,,29005
PMC4355985,"methyl",5,,32875
PMC4355985,"Terpenoids",4,,26873
PMC4355985,"monoterpene",4,,35187
PMC4355985,"carvone",4,,38265
PMC4355985,"hydrogen",4,,49637
PMC4355985,"(-)-menthone",3,,15410
PMC4355985,"diamond",3,,33417
PMC4355985,"monoterpenoids",2,,25409
PMC4355985,"carbon",2,,33415
PMC4355985,"neoisomenthol",2,,18451
PMC4355985,"ketone",2,,17087
PMC4355985,"silicon",2,,27573
PMC4355985,"organic molecules",1,,72695
PMC4355985,"isoprene",1,,35194
PMC4355985,"organic compounds",1,,50860
PMC4355985,"linalool",1,,17580
PMC4355985,"perillaldehyde",1,,15421
PMC4355985,"limonene",1,,15384
PMC4355985,"thymol",1,,27607
PMC4355985,"camphor",1,,36773
PMC4355985,"aldehyde",1,,17478
PMC4355985,"2-isopropyl-5-methylcyclohexanone",1,,36742
PMC4355985,"neon",1,,33310
PMC4355985,"a as",1,,73321
PMC4355985,"cyclohexanone ring",1,,52882
PMC4355985,"oxygen",1,,25805
PMC4356138,"proteins",96,,16541
PMC4356138,"carotenoids",36,,23044
PMC4356138,"Valencene",15,,61700
PMC4356138,"terpenoid",13,,26873
PMC4356138,"organic acids",12,,64709
PMC4356138,"sesquiterpenes",11,,35189
PMC4356138,"glucose",10,,42758
PMC4356138,"apocarotenoid",9,,53183
PMC4356138,"esters",8,,35701
PMC4356138,"aldehydes",7,,17478
PMC4356138,"methyl",7,,32875
PMC4356138,"sucrose",6,,17992
PMC4356138,"fructose",6,,28757
PMC4356138,"acetate",6,,47622
PMC4356138,"Furans",6,,35559
PMC4356138,"Monoterpenes",5,,35187
PMC4356138,"dimethyl",5,,42266
PMC4356138,"Acetyl",5,,46887
PMC4356138,"isocitrate",5,,16087
PMC4356138,"carbon",5,,33415
PMC4356138,"pyruvate",5,,15361
PMC4356138,"hydrocarbons",4,,24632
PMC4356138,"alcohols",4,,30879
PMC4356138,"citric acid",4,,30769
PMC4356138,"ionone",4,,49248
PMC4356138,"ethyl",4,,62801
PMC4356138,"acetone",4,,15347
PMC4356138,"lipid",4,,18059
PMC4356138,"dimethylallyl diphosphate",4,,57623
PMC4356138,"oxaloacetate",4,,16452
PMC4356138,"water",4,,15377
PMC4356138,"ketones",3,,17087
PMC4356138,"ascorbic acid",3,,29073
PMC4356138,"Carene",3,,35661
PMC4356138,"isopentenyl diphosphate",3,,16584
PMC4356138,"phospholipid",3,,16247
PMC4356138,"glutamate",3,,29987
PMC4356138,"phosphoenolpyruvate",3,,58702
PMC4356138,"2-oxoglutarate",3,,16810
PMC4356138,"glutathione",3,,57925
PMC4356138,"ascorbate",3,,38290
PMC4356138,"terpenes",2,,35186
PMC4356138,"nerol",2,,29452
PMC4356138,"geranyl acetone",2,,67206
PMC4356138,"limonene",2,,15384
PMC4356138,"pentanal",2,,84069
PMC4356138,"Phellandrene",2,,50034
PMC4356138,"Ether",2,,35702
PMC4356138,"hexanoate",2,,30776
PMC4356138,"hexanone",2,,24573
PMC4356138,"glycosides",2,,24400
PMC4356138,"hydroperoxide",2,,79974
PMC4356138,"delta",2,,36375
PMC4356138,"cytochrome",2,,4056
PMC4356138,"nicotinamide adenine dinucleotide",2,,44215
PMC4356138,"Citrate",2,,50744
PMC4356138,"malate",2,,30797
PMC4356138,"lycopene",2,,15948
PMC4356138,"mevalonate",2,,25350
PMC4356138,"geranylgeranyl diphosphate",2,,57533
PMC4356138,"ethanol",2,,44730
PMC4356138,"flavonoids",1,,72544
PMC4356138,"limonoids",1,,39434
PMC4356138,"sulfur compounds",1,,26835
PMC4356138,"branched-chain amino acids",1,,22918
PMC4356138,"aromatic amino acids",1,,33856
PMC4356138,"malic acid",1,,6650
PMC4356138,"carotene",1,,23042
PMC4356138,"lutein",1,,28838
PMC4356138,"nootkatone",1,,81377
PMC4356138,"neral",1,,29020
PMC4356138,"geranial",1,,16980
PMC4356138,"3-methyl-1-butanol",1,,15837
PMC4356138,"2-methylbutyrate",1,,48946
PMC4356138,"Pinene",1,,17187
PMC4356138,"Humulene",1,,5768
PMC4356138,"Selinene",1,,49272
PMC4356138,"n-Butyl",1,,41264
PMC4356138,"Pentyl",1,,25902
PMC4356138,"Propanal",1,,17153
PMC4356138,"Heptanal",1,,34787
PMC4356138,"2-Hexenal",1,,19591
PMC4356138,"2-Heptenal",1,,61724
PMC4356138,"2-Decenal",1,,61727
PMC4356138,"dien",1,,30629
PMC4356138,"Terpineol",1,,26876
PMC4356138,"Linalool",1,,17580
PMC4356138,"1,8-Cineole",1,,27961
PMC4356138,"aliphatic alcohols",1,,2571
PMC4356138,"tricarboxylic acid",1,,27093
PMC4356138,"zinc",1,,30185
PMC4356138,"diphosphate",1,,33019
PMC4356138,"nucleotide sugar",1,,25609
PMC4356138,"aldarate",1,,22289
PMC4356138,"mannose",1,,37684
PMC4356138,"dicarboxylate",1,,28965
PMC4356138,"glucuronate",1,,47952
PMC4356138,"aspartate",1,,72314
PMC4356138,"hypotaurine",1,,57853
PMC4356138,"alkaloid",1,,22315
PMC4356138,"piperidine",1,,589779
PMC4356138,"pyridine alkaloid",1,,26416
PMC4356138,"Linolenic acid",1,,27432
PMC4356138,"bile acid",1,,3098
PMC4356138,"chlorobenzene",1,,28097
PMC4356138,"3-phosphoglycerate",1,,57998
PMC4356138,"adenosine triphosphate",1,,15422
PMC4356138,"hexose phosphates",1,,47878
PMC4356138,"glycerone",1,,16016
PMC4356138,"glyceraldehyde",1,,5445
PMC4356138,"glycerate",1,,33871
PMC4356138,"fructose-6-phosphate",1,,16084
PMC4356138,"hydrogen peroxide",1,,16240
PMC4356138,"isoprenoid",1,,24913
PMC4356138,"phytosterols",1,,28824
PMC4356138,"ubiquinone",1,,46245
PMC4356138,"gibberellins",1,,28833
PMC4356138,"abscisic acid",1,,2365
PMC4356138,"chlorophylls",1,,28966
PMC4356138,"plastoquinone",1,,17757
PMC4356138,"tocopherol",1,,27013
PMC4356138,"erythritol",1,,17113
PMC4356138,"allyl diphosphate",1,,62888
PMC4356138,"geranyl diphosphate",1,,58057
PMC4356138,"farnesyl diphosphate",1,,50277
PMC4356138,"ethylenediaminetetraacetic acid",1,,42191
PMC4356138,"calcium salt",1,,35156
PMC4356138,"methanol",1,,44520
PMC4356138,"methyl tertbutyl ether",1,,27642
PMC4356138,"sodium chloride",1,,26710
PMC4356138,"ammonium sulfate",1,,62946
PMC4356138,"cation",1,,36916
PMC4356138,"peptides",1,,16670
PMC4359887,"ethanol",4,,44730
PMC4359887,"alkaloids",4,,22315
PMC4359887,"meglumine",3,,59732
PMC4359887,"tannins",3,,26848
PMC4359887,"flavonoids",3,,72544
PMC4359887,"glycosides",3,,24400
PMC4359887,"Penicillin",2,,51356
PMC4359887,"streptomycin",2,,58007
PMC4359887,"saponins",2,,26605
PMC4359887,"methanol",2,,44520
PMC4359887,"water",2,,15377
PMC4359887,"phenols",2,,15882
PMC4359887,"sodium stibogluconate",1,,28148
PMC4359887,"bromide",1,,15858
PMC4359887,"gelatin",1,,5291
PMC4359887,"nitrites",1,,16301
PMC4359887,"terpenoids",1,,26873
PMC4359887,"sterols",1,,15889
PMC4359887,"carvacrol",1,,3440
PMC4359887,"p-cymene",1,,28768
PMC4359887,"thymol",1,,27607
PMC4359887,"carvone",1,,38265
PMC4359887,"limonene",1,,15384
PMC4371224,"sesquiterpenes",6,,35189
PMC4371224,"furanodiene",6,,80824
PMC4371224,"fluconazole",4,,46081
PMC4371224,"miltefosine",3,,75283
PMC4371224,"azoles",3,,68452
PMC4371224,"caryophyllene",3,,10357
PMC4371224,"limonene",3,,15384
PMC4371224,"pinene",3,,17187
PMC4371224,"isopropanol",2,,17824
PMC4371224,"copaene",2,,10221
PMC4371224,"ergosterol",2,,16933
PMC4371224,"chloroform",1,,35255
PMC4371224,"hexane",1,,29021
PMC4371224,"Helium",1,,33681
PMC4371224,"dextrose",1,,42758
PMC4371224,"phenol red",1,,31991
PMC4371224,"3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide",1,,53233
PMC4371224,"sodium dodecyl sulfate",1,,8984
PMC4371224,"dimethyl sulfoxide",1,,28262
PMC4371224,"streptomycin",1,,58007
PMC4371224,"penicillin",1,,51356
PMC4371224,"hepes",1,,46756
PMC4371224,"methanol",1,,44520
PMC4371224,"a factor",1,,79381
PMC4371224,"itraconazole",1,,6076
PMC4371224,"germacrene",1,,36743
PMC4371224,"selinene",1,,49272
PMC4371224,"neral",1,,29020
PMC4371224,"geranial",1,,16980
PMC4371224,"citral",1,,23316
PMC4371224,"humulene",1,,5768
PMC4371224,"myrtenal",1,,25458
PMC4371224,"pinocarveol",1,,26137
PMC4371224,"monoterpenes",1,,35187
PMC4371224,"p-cymene",1,,28768
PMC4371224,"carveol",1,,23046
PMC4371224,"myrcene",1,,17221
PMC4371224,"carvone",1,,38265
PMC4371224,"sterols",1,,15889
PMC4371224,"lanosterol",1,,16521
PMC4371224,"hydrocarbons",1,,24632
PMC4371224,"isoprenoids",1,,24913
PMC4372811,"darifenacin",33,,391960
PMC4372811,"Ca2+",24,,29108
PMC4372811,"acetylcholine",21,,15355
PMC4372811,"proteins",16,,16541
PMC4372811,"carbachol",13,,3385
PMC4372811,"nonanedioic acid",4,,48131
PMC4372811,"forskolin",3,,42471
PMC4372811,"glucose",2,,42758
PMC4372811,"octanol",2,,37868
PMC4372811,"heptanal",2,,34787
PMC4372811,"carvone",2,,38265
PMC4372811,"acetophenone",2,,27632
PMC4372811,"Calcium",2,,29320
PMC4372811,"cations",2,,36916
PMC4372811,"atropine",2,,57858
PMC4372811,"chemical compounds",1,,37577
PMC4372811,"ketamine",1,,6121
PMC4372811,"water",1,,15377
PMC4372811,"nystatin",1,,7660
PMC4372811,"methanesulfonic acid",1,,27376
PMC4372811,"sucrose",1,,17992
PMC4372811,"psi",1,,74981
PMC4372811,"octanal",1,,17935
PMC4372811,"heptanoic acid",1,,45571
PMC4372811,"octanoic acid",1,,28837
PMC4372811,"cineole",1,,27961
PMC4372811,"acetate",1,,47622
PMC4372811,"(+)-limonene",1,,15382
PMC4372811,"limonene",1,,15384
PMC4372811,"(+)-carvone",1,,15399
PMC4372811,"benzaldehyde",1,,17169
PMC4372811,"3-heptanone",1,,50139
PMC4372811,"ethyl",1,,62801
PMC4372811,"Fluo-4",1,,51103
PMC4372811,"Fura red",1,,52080
PMC4372811,"Hepes",1,,46756
PMC4372811,"isoeugenol",1,,18224
PMC4372811,"vanillin",1,,18346
PMC4372811,"coumarin",1,,28794
PMC4372811,"nonanoic acid",1,,29019
PMC4372811,"benzyl acetate",1,,52051
PMC4372811," sec",1,,32746
PMC4372811,"paraformaldehyde",1,,61538
PMC4372811,"ethylenediaminetetraacetic acid",1,,42191
PMC4372811,"Triton",1,,29234
PMC4372811,"anit",1,,35455
PMC4372811,"phenylindole",1,,48559
PMC4372811,"aminoacids",1,,33709
PMC4372811,"penicillin",1,,51356
PMC4372811,"streptomycin",1,,58007
PMC4372811,"Photon",1,,30212
PMC4372811,"cyclic nucleotide",1,,23447
PMC4372811,"rapamycin",1,,9168
PMC4372811,"eugenol",1,,4917
PMC4372811,"veratraldehyde",1,,17098
PMC4387231,"glutathione",21,,57925
PMC4387231,"lipid",16,,18059
PMC4387231,"Protein",8,,16541
PMC4387231,"paracetamol",7,,46195
PMC4387231,"thiol",5,,29917
PMC4387231,"malondialdehyde",5,,566274
PMC4387231,"alkaloids",4,,22315
PMC4387231,"iron",3,,18248
PMC4387231,"radical",3,,26519
PMC4387231,"quinone",3,,36141
PMC4387231,"Ethanol",3,,44730
PMC4387231,"calcium",3,,29320
PMC4387231,"thioacetamide",3,,32497
PMC4387231,"bilirubin",3,,57977
PMC4387231,"toluene",3,,17578
PMC4387231,"methotrexate",3,,44185
PMC4387231,"unsaturated fatty acids",2,,27208
PMC4387231,"terpene",2,,35186
PMC4387231,"Saponin",2,,26605
PMC4387231,"carvone",2,,38265
PMC4387231,"Linoleic acid",2,,17351
PMC4387231,"Oleic acid",2,,16196
PMC4387231,"Palmitic acid",2,,15756
PMC4387231,"Stearic acid",2,,28842
PMC4387231,"peroxynitrite",2,,25941
PMC4387231,"acetyl",2,,46887
PMC4387231,"carbon tetrachloride",2,,27385
PMC4387231,"copper",2,,30052
PMC4387231,"reduced glutathione",2,,16856
PMC4387231,"thiobarbituric acid",2,,33202
PMC4387231,"Diethylnitrosamine",2,,34873
PMC4387231,"tamoxifen",2,,41774
PMC4387231,"esters",1,,35701
PMC4387231,"alcohols",1,,30879
PMC4387231,"pyrazol",1,,14973
PMC4387231,"p-cymene",1,,28768
PMC4387231,"pinene",1,,17187
PMC4387231,"carvacrol",1,,3440
PMC4387231,"limonene",1,,15384
PMC4387231,"4-terpineol",1,,78884
PMC4387231,"citronellol",1,,50462
PMC4387231,"Linolenic acid",1,,27432
PMC4387231,"Arachidic acid",1,,28822
PMC4387231,"Palmitoleic acid",1,,28716
PMC4387231,"Eicosadienoic acid",1,,73731
PMC4387231,"Myristic acid",1,,28875
PMC4387231,"fatty acid ethyl esters",1,,78206
PMC4387231,"dihomolinoleic acid",1,,83063
PMC4387231,"Saturated fatty acids",1,,26607
PMC4387231,"d -limonene",1,,15382
PMC4387231,"carbonyl compound",1,,36586
PMC4387231,"thymol",1,,27607
PMC4387231,"Nicotinamide adenine dinucleotide phosphate",1,,25523
PMC4387231,"anion radical",1,,36873
PMC4387231,"hydrogen peroxide",1,,16240
PMC4387231,"hydroxyl radical",1,,29191
PMC4387231,"hypochlorous acid",1,,24757
PMC4387231,"ebselen",1,,77543
PMC4387231,"8-hydroxydeoxyguanosine",1,,40304
PMC4387231,"thymine",1,,17821
PMC4387231,"thymidine",1,,17748
PMC4387231,"glycol",1,,30742
PMC4387231,"oxygen",1,,25805
PMC4387231,"xanthine",1,,48517
PMC4387231,"heme",1,,30413
PMC4387231,"iron-sulfur",1,,30408
PMC4387231,"p-benzoquinone imine",1,,50192
PMC4387231,"arsenic",1,,47217
PMC4387231,"cadmium",1,,48775
PMC4387231,"spermidine",1,,57834
PMC4387231,"spermine",1,,45725
PMC4387231,"polyamine",1,,60143
PMC4387231,"butyl",1,,41264
PMC4387231,"hydroperoxide",1,,79974
PMC4387231,"pyridine nucleotides",1,,36980
PMC4387231,"eicosanoid",1,,23899
PMC4387231,"thromboxane B2",1,,28728
PMC4387231,"leukotriene B4",1,,57461
PMC4387231,"superoxide anion radicals",1,,18421
PMC4387231,"fructose",1,,28757
PMC4387231,"triglycerides",1,,17855
PMC4387231,"cholesterol",1,,16113
PMC4387231,"nitrate",1,,48107
PMC4387231,"nitrite",1,,16301
PMC4387231,"Benzene",1,,16716
